listing_type	area	zone	project_name	price	bed	bath	size	furnishing	type	tenure	room_type	bath_type	anchors	image	wa_text
subsale	Setapak	Taman P. Ramlee, Setapak	Teratai Mewah	250000.0	3	1	725.0		Apartment	Freehold			LRT Taman Melati (~1.3km, bus 5min) • Columbia Asia Hospital Setapak • AEON Big Danau Kota • SMK Danau Kota / SK Setapak • Setapak Central Mall • TARC (TAR University College)		Hi Hani, I'm interested in the subsale unit at Teratai Mewah, Taman P. Ramlee, Setapak.
subsale	Cyberjaya	Jalan Teknokrat / Cyberjaya City Centre	SkyPark @ Cyberjaya	270000.0	2	1	556.0		Serviced Residence	Freehold			Cyberjaya City Centre MRT Station • Cyberjaya City Centre retail / F&B strip • Lim Kok Wing University		Hi Hani, I'm interested in the subsale unit at SkyPark @ Cyberjaya, Jalan Teknokrat / Cyberjaya City Centre.
subsale	Shah Alam	Seksyen 16	Suria Jaya Apartment	300000.0	2	2	550.0		Apartment	Freehold			near UiTM Shah Alam KTM and Federal Highway		Hi Hani, I'm interested in the subsale unit at Suria Jaya Apartment, Seksyen 16.
subsale	Petaling Jaya	Bandar Sunway	Lagoon Perdana Apartment	230000.0	3	2	852.0		Apartment	Leasehold			Sunway University • Sunway Medical Centre • Sunway Pyramid		Hi Hani, I'm interested in the subsale unit at Lagoon Perdana Apartment, Bandar Sunway.
subsale	Kajang	Bandar Puteri Bangi	Almyra Residence	420000.0	4	3	1207.0		Condominium	Freehold			Bangi Wonderland • McD / Starbucks BSP (commercial hub) • Klinik Kesihatan Bandar Seri Putra • SK Bandar Seri Putra		Hi Hani, I'm interested in the subsale unit at Almyra Residence, Bandar Puteri Bangi.
subsale	Bukit Jalil	Bukit Jalil	Vista Komanwel C Condo	480000.0	4	2	1400.0		Condominium	Freehold			Freehold non-bumi near Bukit Jalil sports hub		Hi Hani, I'm interested in the subsale unit at Vista Komanwel C Condo, Bukit Jalil.
subsale	Cyberjaya	Cyber 11	LakeFront Residence	500000.0	3	2	950.0		Condominium	Freehold			Mature Cyberjaya hub • Education & commercial catchment		Hi Hani, I'm interested in the subsale unit at LakeFront Residence, Cyber 11.
subsale	Sentul	Sentul	M Centura Residence	509000.0	4	2	1001.0		Condominium	Freehold			Freehold Sentul 7km ke KLCC akses DUKE MRR2 Jalan Ipoh		Hi Hani, I'm interested in the subsale unit at M Centura Residence, Sentul.
subsale	Kuala Lumpur	Setiawangsa	Seri Maya Condo	530000.0	3	2	1350.0		Condominium	Freehold			LRT Setiawangsa • AEON AU2 • ST Rosyam Mart		Hi Hani, I'm interested in the subsale unit at Seri Maya Condo, Setiawangsa.
subsale	Selayang	Selayang	One Sierra Apartment	230000.0	3	2	767.0		Apartment	Leasehold			Near NSK, Mall, UiTM, Hospital Selayang		Hi Hani, I'm interested in the subsale unit at One Sierra Apartment, Selayang.
subsale	Nilai	Bukit Rasah	Pr1ma Seremban Sentral @ Seremban	275000.0	3	2	1033.0		Apartment	Freehold			KTM Seremban • Hospital Tuanku Jaafar • Seremban Prima Shopping Mall		Hi Hani, I'm interested in the subsale unit at Pr1ma Seremban Sentral @ Seremban, Bukit Rasah.
subsale	Puchong	Taman Putra Perdana	LBS Skylake Residence	390000.0	2	2	883.0		Service Residence	Leasehold			SMK Putra Perdana • SRA Taman Putra Perdana • LDP Highway • ELITE Highway • Puchong Prima LRT		Hi Hani, I'm interested in the subsale unit at LBS Skylake Residence, Taman Putra Perdana.
subsale	Kuala Lumpur	Wangsa Maju	Flat Wangsa Maju Seksyen 1	230000.0	2	1	550.0		Flat	Leasehold (Bumi Lot)			LRT Wangsa Maju (~200m walk) • SK Wangsa Maju Seksyen 1 (~500m) • AEON Wangsa Maju (~1km) • Masjid Usamah Bin Zaid (~500m)		Hi Hani, I'm interested in the subsale unit at Flat Wangsa Maju Seksyen 1, Wangsa Maju.
subsale	Rawang	Taman Bunga Raya / Bukit Beruntung	Apartment Teratai	130000.0	3	1	650.0		Apartment	Leasehold			Sekolah Kebangsaan Taman Bunga Raya (2) • Sekolah Menengah Kebangsaan Taman Bunga Raya 1 • Surau Taman Bunga Raya		Hi Hani, I'm interested in the subsale unit at Apartment Teratai, Taman Bunga Raya / Bukit Beruntung.
subsale	Puchong	Putra Perdana	Apartment Teratai	145000.0	3	2	751.0		Apartment	Leasehold			Putra Perdana Shoplots (daily retail + food) • SK Putra Perdana (family demand) • Klinik Kesihatan Putra Perdana (essential service anchor)		Hi Hani, I'm interested in the subsale unit at Apartment Teratai, Putra Perdana.
subsale	Rawang	Taman Tun Teja	Blok Dahlia	145000.0	3	1	650.0		Apartment	Leasehold			Sekolah Kebangsaan Taman Tun Teja • Sekolah Menengah Kebangsaan Taman Tun Teja • Masjid Al-Falah Taman Tun Teja • Pasar Segar / Pasaraya Tun Teja		Hi Hani, I'm interested in the subsale unit at Blok Dahlia, Taman Tun Teja.
subsale	Puchong	Taman Putra Perdana	Apartment Teratai	168000.0	3	2	751.0		Apartment	Leasehold			Leasehold hingga 2112 near Equine/Puchong/Cyberjaya		Hi Hani, I'm interested in the subsale unit at Apartment Teratai, Taman Putra Perdana.
subsale	Seri Kembangan	Taman Serdang Perdana	Serdang Skyvilla	180000.0	3	2	850.0		Apartment	Leasehold			South City Plaza • The Mines / Mines Resort City • SRJK (C) Serdang Baru 1 • SMK Seri Kembangan		Hi Hani, I'm interested in the subsale unit at Serdang Skyvilla, Taman Serdang Perdana.
subsale	Kuala Lumpur	Jinjang	Mutiara Fadason Apartment	180000.0	3	2	650.0		Apartment	Leasehold			Near AEON Big & Brem Mall		Hi Hani, I'm interested in the subsale unit at Mutiara Fadason Apartment, Jinjang.
subsale	Cheras	Bandar Tasik Selatan	Pangsapuri Kos Rendah Bandar Tasik Selatan	180000.0	3	2	655.0		Apartment	Leasehold			Near TBS & Bukit Jalil		Hi Hani, I'm interested in the subsale unit at Pangsapuri Kos Rendah Bandar Tasik Selatan, Bandar Tasik Selatan.
subsale	Ampang	Bandar Baru Ampang	Shop Apartment Bandar Baru Ampang	200000.0	3	1	732.0		Shop Apartment	Leasehold			Ampang Point, KPJ Ampang Puteri, Jalan Ampang		Hi Hani, I'm interested in the subsale unit at Shop Apartment Bandar Baru Ampang, Bandar Baru Ampang.
subsale	Ampang	Ampang	Pangsapuri Berembang Indah	227000.0	3	2	650.0		Apartment	Leasehold			Near Ampang Point, Great Eastern Mall, Gleneagles and KLCC		Hi Hani, I'm interested in the subsale unit at Pangsapuri Berembang Indah, Ampang.
subsale	Ampang	Taman Muda	Riviera Apartment Ampang	230000.0	3	2	1050.0		Apartment	Leasehold			Mature Township (Ampang)		Hi Hani, I'm interested in the subsale unit at Riviera Apartment Ampang, Taman Muda.
subsale	Cheras	Taman Ikan Emas	Pangsapuri Indah Mas	235000.0	3	1	780.0		Apartment	Leasehold			Near Maluri transport hub		Hi Hani, I'm interested in the subsale unit at Pangsapuri Indah Mas, Taman Ikan Emas.
subsale	Klang	Pulau Indah	Sri Bayu Apartment	235000.0	3	2	900.0		Apartment	Leasehold			Close to Westport		Hi Hani, I'm interested in the subsale unit at Sri Bayu Apartment, Pulau Indah.
subsale	Kuala Selangor	Puncak Alam	Sentrovue Service Apartment	255000.0	3	2	842.0		Service Apartment	Leasehold			UiTM Puncak Alam (primary rental driver) • Econsave Puncak Alam (daily retail anchor) • Puncak Alam Town Centre (commercial hub)		Hi Hani, I'm interested in the subsale unit at Sentrovue Service Apartment, Puncak Alam.
subsale	Shah Alam	Subang Bestari (Seksyen U5)	Pangsapuri Mutiara Subang	260000.0	3	2	850.0		Apartment	Leasehold			SK Subang Bestari 2 • SMK Subang Bestari • Mah Sing Park • Surau Mutiara Subang		Hi Hani, I'm interested in the subsale unit at Pangsapuri Mutiara Subang, Subang Bestari (Seksyen U5).
subsale	Seri Kembangan	Seri Kembangan	Fortune Park	279000.0	3	2	1109.0		Apartment	Leasehold			High-floor unit near South City Plaza and Serdang Raya bus stops		Hi Hani, I'm interested in the subsale unit at Fortune Park, Seri Kembangan.
subsale	Petaling Jaya	Sungai Buloh / Kota Damansara	Flora Damansara	280000.0	3	2	850.0		Apartment	Leasehold			Dekat Kota Damansara / TTDI & area Damansara		Hi Hani, I'm interested in the subsale unit at Flora Damansara, Sungai Buloh / Kota Damansara.
subsale	Seri Kembangan	Seri Kembangan	Pangsapuri Bayu Suria	285000.0	3	2	1100.0		Apartment	Leasehold			Leasehold near The Mines/Equine with RM120 fee		Hi Hani, I'm interested in the subsale unit at Pangsapuri Bayu Suria, Seri Kembangan.
subsale	Selayang	Sri Selayang	Apartment Sri Selayang	290000.0	3	2	900.0		Apartment	Leasehold			Near UITM Selayang • 168 Mall		Hi Hani, I'm interested in the subsale unit at Apartment Sri Selayang, Sri Selayang.
subsale	Sepang	Cybersouth	Kita Impian Apartment @ Cybersouth	310000.0	3	2	901.0		Apartment	Leasehold			Near Putrajaya • Cyberjaya		Hi Hani, I'm interested in the subsale unit at Kita Impian Apartment @ Cybersouth, Cybersouth.
subsale	Puchong	Puchong Lake View	The Wharf Puchong Lake View	355000.0	3	2	1176.0		Condominium	Leasehold			Near IOI Mall, Aeon, Giant and Pusat Bandar Puchong		Hi Hani, I'm interested in the subsale unit at The Wharf Puchong Lake View, Puchong Lake View.
subsale	Ampang	Taman Bukit Indah	Crystal Tower Condominium	359000.0	3	2	897.0		Condominium	Leasehold			Ampang Point, KPJ Ampang Puteri, Spectrum Mall		Hi Hani, I'm interested in the subsale unit at Crystal Tower Condominium, Taman Bukit Indah.
subsale	Bangi	Bangi	Tiara Imperio	360000.0	2	1	700.0		Serviced Residence	Leasehold			Dekat GMI (walking) + akses UKM/UNITEN/UPM/Putrajaya		Hi Hani, I'm interested in the subsale unit at Tiara Imperio, Bangi.
subsale	Ampang	Ampang	Tiara Duta Condominium	365000.0	3	2	998.0		Condominium	Leasehold			Leasehold 81 tahun near SUKE/DUKE/MRR2		Hi Hani, I'm interested in the subsale unit at Tiara Duta Condominium, Ampang.
subsale	Sepang	Dengkil	1 Storey Townhouse Platinum Residence Dengkil	380000.0	3	2	1421.0		Townhouse	Leasehold			Dengkil Town Centre (daily retail + food) • SK Dengkil (family demand driver) • Masjid Dengkil (community anchor)		Hi Hani, I'm interested in the subsale unit at 1 Storey Townhouse Platinum Residence Dengkil, Dengkil.
subsale	Ampang	Ampang	Tiara Duta Condominium	380000.0	3	2	1001.0		Condominium	Leasehold			Ampang Point, KPJ Ampang Puteri, SUKE Highway		Hi Hani, I'm interested in the subsale unit at Tiara Duta Condominium, Ampang.
subsale	Shah Alam	I-City Shah Alam	Hyde Tower	400000.0	1	1	464.0		Service Apartment	Leasehold			Near i-City Mall & UITM		Hi Hani, I'm interested in the subsale unit at Hyde Tower, I-City Shah Alam.
subsale	Shah Alam	Seksyen 13	Sri Alam Condominium	899000.0	6	6	2959.0		Penthouse	Leasehold			DEMC Specialist Hospital • Malawati @ Stadium LRT • Bandar Anggerik LRT Seksyen 14 • KGSAAS Golf Club • SK Seksyen 13		Hi Hani, I'm interested in the subsale unit at Sri Alam Condominium, Seksyen 13.
subsale	Shah Alam	Setia Alam (Seksyen U13)	Pangsapuri Sentosa 5	230000.0	3	2	650.0		Apartment (Low Cost)	Freehold			SK & SMK Setia Alam • Setia City Mall • Surau dalam kawasan • Shoplot Setia Taipan 1 & 2 • Lotus's Setia Alam		Hi Hani, I'm interested in the subsale unit at Pangsapuri Sentosa 5, Setia Alam (Seksyen U13).
subsale	Klang	Bayu Perdana	Vista Bayu Apartment	338000.0	3	2	968.0		Apartment	Freehold			Near Manipal Hospital, schools and Bayu Perdana amenities		Hi Hani, I'm interested in the subsale unit at Vista Bayu Apartment, Bayu Perdana.
subsale	Puchong	Bandar Bukit Puchong	Nilam Puri Condominium	385000.0	3	2	1173.0		Condominium	Freehold			SK Puchong Utama 1 & 2 • SMK Puchong Utama 1 • Lotus's Bukit Puchong • AEON Big Puchong Utama • Masjid Bandar Bukit Puchong • LRT Puchong Prima / Puchong Perdana		Hi Hani, I'm interested in the subsale unit at Nilam Puri Condominium, Bandar Bukit Puchong.
subsale	Sepang	Salak Tinggi	Desa Baiduri Murni	390000.0	3	2	1400.0		Single Storey Terrace	Freehold			Near KLIA, Mitsui Outlet Park, Xiamen University and ERL Salak Tinggi		Hi Hani, I'm interested in the subsale unit at Desa Baiduri Murni, Salak Tinggi.
subsale	Shah Alam	Seksyen 16 / Ken Rimba	Ken Rimba	450000.0	3	2	1119.0		Condominium	Freehold			KTM Padang Jawa (~700m, covered walkway) • Poliklinik Ken Rimba (~350m) • SK Padang Jawa (~1km) • UiTM Shah Alam (~3.9km) • LRT Seksyen 7/I-City • HDC Shah Alam Mall (~1.7km)		Hi Hani, I'm interested in the subsale unit at Ken Rimba, Seksyen 16 / Ken Rimba.
subsale	Cheras	Taman Connaught	Angkasa Condominium	430000.0	3	2	950.0		Condominium	Freehold			UCSI University (~400m) • Giant Hypermarket Taman Connaught (~200m) • Taman Connaught MRT (~1.1km) • SK Seri Anggerik (~600m) • AEON Mall Taman Maluri (~1.5km)		Hi Hani, I'm interested in the subsale unit at Angkasa Condominium, Taman Connaught.
subsale	Kuala Lumpur	Taman Pandan Perdana	Pandan Heights Condominium	495000.0	6	3	2148.0		Duplex Condominium	Freehold			MRT Pandan Indah • LRT Cempaka • Hospital Ampang / AEON Big Ampang		Hi Hani, I'm interested in the subsale unit at Pandan Heights Condominium, Taman Pandan Perdana.
subsale	Kajang	Sungai Chua	Sri Ros Apartment	250000.0	3	2	773.0		Apartment	Freehold			SK Jalan Bukit / SMK Jalan Bukit (~1km) • Giant Supermarket Kajang (~1km) • Hospital Kajang / KPJ Kajang (~3km) • UKM (~3km, short drive) • MRT Kajang / KTM Kajang (~2–3km, short drive)		Hi Hani, I'm interested in the subsale unit at Sri Ros Apartment, Sungai Chua.
subsale	Ampang	Taman Nirwana	Flat Taman Nirwana	170000.0	2	1	600.0		Flat	Leasehold			LRT walking distance		Hi Hani, I'm interested in the subsale unit at Flat Taman Nirwana, Taman Nirwana.
subsale	Petaling Jaya	Damansara Perdana	Empire City Colonial Loft	350000.0	1	2	900.0		Duplex	Leasehold			IKEA Damansara • 1 Utama Shopping Centre • Hextar World Empire City		Hi Hani, I'm interested in the subsale unit at Empire City Colonial Loft, Damansara Perdana.
subsale	Shah Alam	Seksyen 13	Menara U2	380000.0	2	1	622.0		Condominium	Leasehold			AEON Mall Shah Alam, MSU College University, KTM Batu Tiga		Hi Hani, I'm interested in the subsale unit at Menara U2, Seksyen 13.
subsale	Petaling Jaya	Damansara Damai	One Damansara Condo	380000.0	3	2	986.0		Condominium	Leasehold			MRT Damansara Damai • SK Damansara Damai 1 • Econsave Damansara Damai		Hi Hani, I'm interested in the subsale unit at One Damansara Condo, Damansara Damai.
subsale	Kuala Lumpur	Sentul	M Centura	470000.0	4	2	1001.0		Service Residence	Freehold			LRT Jalan Ipoh (~750m walk) • KTM Kampung Batu (~1km) • Hospital Kuala Lumpur (~3km short drive) • Sentul Park (~1.5km)		Hi Hani, I'm interested in the subsale unit at M Centura, Sentul.
subsale	Kuala Lumpur	Salak Selatan	1 Razak Mansion Condominium	320000.0	3	2	807.0		Condominium	Leasehold			LRT Salak Selatan (~600m, 7 min jalan) • KTM Salak Selatan (~700m, 7 min jalan) • SK Jalan Sungai Besi 1 & 2 (bertentangan) • SJK(C) Tai Thung & Confucian (bertentangan) • 99 Speedmart & KFC (~2 min jalan)		Hi Hani, I'm interested in the subsale unit at 1 Razak Mansion Condominium, Salak Selatan.
subsale	Nilai	Seremban 2	Dahlia Apartment @ Seremban 2	160000.0	3	2	642.0		Apartment	Freehold			Garden Avenue Seremban 2 • Minimart • Playground		Hi Hani, I'm interested in the subsale unit at Dahlia Apartment @ Seremban 2, Seremban 2.
subsale	Kuala Lumpur	Jalan Changkat Perak	Parkview KLCC Residence	680000.0	2	2	900.0		Service Residence	Freehold			walking distance to KLCC Suria KLCC and multiple rail lines		Hi Hani, I'm interested in the subsale unit at Parkview KLCC Residence, Jalan Changkat Perak.
subsale	Petaling Jaya	Kelana Jaya	The Grand @ Kelana Damansara Suite	400000.0	2	1	556.0		Service Residence	Freehold			LRT Kelana Jaya • Paradigm Mall • Giant Kelana Jaya		Hi Hani, I'm interested in the subsale unit at The Grand @ Kelana Damansara Suite, Kelana Jaya.
subsale	Cheras	Cheras Selatan	Traders Garden	430000.0	4	2	859.0		Service Residence	Leasehold			Leasehold non-bumi dekat KPJ Damansara IKEA One Utama		Hi Hani, I'm interested in the subsale unit at Traders Garden, Cheras Selatan.
subsale	Setapak	Setapak	Platinum Lake PV 10 Condominium	470000.0	4	2	1272.0		Condominium	Leasehold			Leasehold 2106 near AEON Big Setapak Central Columbia Asia		Hi Hani, I'm interested in the subsale unit at Platinum Lake PV 10 Condominium, Setapak.
subsale	Cheras	Cheras	Bintang Mas Condominium	470000.0	4	2	1307.0		Condominium	Leasehold			Near AEON Maluri, Velocity, MyTown and NSK		Hi Hani, I'm interested in the subsale unit at Bintang Mas Condominium, Cheras.
subsale	Ampang	Taman Putra Sulaiman	Ampang Putra Residensi	499000.0	3	2	1290.0		Condominium	Leasehold			Established Ampang enclave near KL fringe		Hi Hani, I'm interested in the subsale unit at Ampang Putra Residensi, Taman Putra Sulaiman.
subsale	Kuala Lumpur	Kampung Padang Tembak Semarak	Platinum Splendor Residensi Semarak	590000.0	4	2	1184.0		Condominium	Leasehold			Close to MRR2 DUKE Wangsa Maju amenities		Hi Hani, I'm interested in the subsale unit at Platinum Splendor Residensi Semarak, Kampung Padang Tembak Semarak.
subsale	Petaling Jaya	Petaling Jaya	Verondo Residence	595000.0	3	2	961.0		Condominium	Leasehold			Petaling Jaya mature area with access to LDP & SPRINT		Hi Hani, I'm interested in the subsale unit at Verondo Residence, Petaling Jaya.
subsale	Petaling Jaya	Section 13	Ryan & Miho Residence	700000.0					Service Residence	Leasehold			University of Malaya • Jaya One • PJ Sentral		Hi Hani, I'm interested in the subsale unit at Ryan & Miho Residence, Section 13.
subsale	Kajang	Kampung Baru Sungai Makau	Residensi Anggerik Wira	350000.0	3	2	1052.0		Condominium	Freehold			Near SUKE and EKVE highway connectivity		Hi Hani, I'm interested in the subsale unit at Residensi Anggerik Wira, Kampung Baru Sungai Makau.
subsale	Klang	Taman Saga	Trifolia Apartment	355000.0	3	2	904.0		Apartment	Freehold			AEON Mall Bukit Tinggi • NSK Trade City Klang • SMK Kampung Jawa • SK Kampung Jawa		Hi Hani, I'm interested in the subsale unit at Trifolia Apartment, Taman Saga.
subsale	Sepang	Dengkil Southville City	Cerrado @ Southville City	370000.0	2	1	656.0		Service Residence	Freehold			Near NSE Bangi Putrajaya growth corridor		Hi Hani, I'm interested in the subsale unit at Cerrado @ Southville City, Dengkil Southville City.
subsale	Shah Alam	Bukit Jelutong	Suria Residence @ Bukit Jelutong	395000.0	1	1	600.0		Serviced Apartment	Freehold			Masjid Besar Bukit Jelutong, Bukit Jelutong Eco Community, NKVE Highway		Hi Hani, I'm interested in the subsale unit at Suria Residence @ Bukit Jelutong, Bukit Jelutong.
subsale	Kuala Lumpur	Taman Melawati	Saville @ Taman Melawati	450000.0	3	2	1007.0		Service Residence	Freehold			Melawati Mall • Giant Hypermarket Melawati • Various Restaurants Melawati		Hi Hani, I'm interested in the subsale unit at Saville @ Taman Melawati, Taman Melawati.
subsale	Kuala Lumpur	Taman Mastiara	Kiara East DEX Suites	650000.0	3	2	1010.0		Service Residence	Leasehold			MRT Kampung Batu • KTM Taman Wahyu • Kiara East Commercial Hub		Hi Hani, I'm interested in the subsale unit at Kiara East DEX Suites, Taman Mastiara.
subsale	Kuala Lumpur	Kampung Kerinchi (Bangsar South)	Pantai Panorama	680000.0	3	2	1248.0		Condominium	Freehold			LRT Kerinchi (~600m) • KL Gateway Mall (~650m) • Hospital Pantai (~1km) • Nexus Bangsar South (~800m) • SMK Seri Pantai (~1km)		Hi Hani, I'm interested in the subsale unit at Pantai Panorama, Kampung Kerinchi (Bangsar South).
