Project,Area,Zone,Type,Bed,Bath,Size (sqft),Tenure,Price (RM),Installment (RM/mo),Rental Unfurnished,CF Unfurnished,Rental Partial,CF Partial,Rental Fully,CF Fully,Yield% Partial,Yield% Fully,CF Rating (Best Case),Cash Out (RM),Break-even Unfurnished (Year),Break-even Partial (Year),Break-even Fully (Year),5yr ROI%,10yr ROI%,20yr ROI%,Ann.Ret% 5yr,Ann.Ret% 10yr,Ann.Ret% 20yr,Exit Value 10yr (RM),Equity 10yr (RM),Equity Gain 10yr (RM),Cumulative CF Unfurnished 10yr (RM),Cumulative CF Partial 10yr (RM),Cumulative CF Fully 10yr (RM),Selling Cost 10yr (RM),Equity Gain 10yr Net of Selling Cost (RM),Rental Source,Date Added,Code,Source Link
The Zizz,Petaling Jaya / Damansara,Damansara Damai,Condominium,3,2.0,990,Leasehold,480000,2189,1300,-889,1400,-789,1700,-489,3.5,4.25,🟠 Mild -ve,77400,,27,15,75.9,209.0,548.7,15.2,20.9,27.4,585117,239149,161749,-106680,-94680,-58680,22543,139206,[Fully] Exact - 1 listing(s) | The Zizz | [Partial] Est. from Fully; [Unfurnished] Est. from Fully,17/6/2026,EXP,https://telegram.me/extremeproperty_listing/18902
Emerald Diamond Townhouse,Kajang,Semenyih,Townhouse,3,2.0,1390,Freehold,550000,2508,1100,-1408,1250,-1258,1950,-558,2.73,4.25,🟠 Mild -ve,87000,,,15,79.3,214.9,561.2,15.9,21.5,28.1,670447,273990,186990,-168960,-150960,-66960,25393,161597,"[Unfurnished] Citywide PSF Avg, Landed all sizes (RM1.15/sqft, n=15) | Citywide | [Partial] Area PSF Avg, Landed all sizes (RM0.89/sqft, n=6) | Kajang | [Fully] Citywide PSF Avg, Landed all sizes (RM1.41/sqft, n=14) | Citywide | CORRECTED (audit 19/07/2026): Unfurnished 1600.0->1100 -- tier re-derived from Partial per prompt's known-tier ratio (original PSF-fallback figure was inverted)",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/13499
Astoria Ampang,Ampang,Ampang,Service Residence,5,2.0,888,Leasehold,690000,3147,2200,-947,2450,-697,2950,-197,4.26,5.13,🟠 Mild -ve,106600,20,15,9,83.6,222.5,577.2,16.7,22.3,28.9,841106,343824,237224,-113640,-83640,-23640,31093,206131,[Fully] Exact - 2 listing(s) | Astoria Ampang | [Partial] Est. from Fully; [Unfurnished] Est. from Fully,12/7/2026,EXP,https://telegram.me/extremeproperty_listing/13593
Hyde Tower,Shah Alam,I-City Shah Alam,Service Apartment,1,1.0,464,Leasehold,400000,1824,700,-1124,800,-1024,1250,-574,2.4,3.75,🟠 Mild -ve,67000,,,23,69.3,197.4,524.4,13.9,19.7,26.2,487598,199266,132266,-134880,-122880,-68880,19286,112980,"[Unfurnished] Area PSF Avg, Strata all sizes (RM1.83/sqft, n=6) | Shah Alam | [Partial] Area PSF Avg, Strata all sizes (RM1.71/sqft, n=21) | Shah Alam | [Fully] Area PSF Avg, Strata all sizes (RM2.66/sqft, n=18) | Shah Alam | CORRECTED (audit 19/07/2026): Unfurnished 850.0->700 -- tier re-derived from Partial per prompt's known-tier ratio (original PSF-fallback figure was inverted)",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/9855
The Grand @ Kelana Damansara Suite,Petaling Jaya / Damansara,Kelana Jaya,Service Residence,2,1.0,556,Freehold,400000,1824,850,-974,1100,-724,2000,176,3.3,6,🟡 Neutral,67000,,,7,69.3,197.4,524.4,13.9,19.7,26.2,487598,199266,132266,-116880,-86880,21120,19286,112980,"[Unfurnished] Area PSF Avg, Strata all sizes (RM1.53/sqft, n=5) | Petaling Jaya / Damansara | [Partial] Area PSF Avg, Strata all sizes (RM2.00/sqft, n=11) | Petaling Jaya / Damansara | [Fully] Area PSF Avg, Strata all sizes (RM3.59/sqft, n=10) | Petaling Jaya / Damansara",25/5/2026,EXP,https://telegram.me/extremeproperty_listing/17864
2 Storey Terrace Verna Serene Heights,Kajang,Serene Heights,2 Storey Terrace,5,4.0,2185,Freehold,730000,3329,1700,-1629,1950,-1379,3100,-229,3.21,5.1,🟠 Mild -ve,112200,11,9,5,139.0,348.8,908.4,27.8,34.9,45.4,1029737,503561,391361,-195480,-165480,-27480,37393,353968,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Area PSF Avg, Landed >=1500sqft (RM0.89/sqft, n=6) | Kajang | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide | CORRECTED (audit 19/07/2026): Unfurnished 2350.0->1700 -- tier re-derived from Partial per prompt's known-tier ratio (original PSF-fallback figure was inverted)",25/5/2026,EXP,https://telegram.me/extremeproperty_listing/17805
Jalan Rodat Bandar Bukit Raja,Klang,Bandar Bukit Raja,2 Storey Terrace,4,3.0,2300,Freehold,798000,3639,2650,-989,2900,-739,3250,-389,4.36,4.89,🟠 Mild -ve,121720,7,6,5,140.8,352.2,916.0,28.2,35.2,45.8,1125658,550453,428733,-118680,-88680,-46680,40597,388136,"[Unfurnished] Area PSF Avg, Landed >=1500sqft (RM1.15/sqft, n=3) | Klang | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",12/7/2026,HRK,https://telegram.me/ListingRumahHurakanShahAlam/8
16 Quartz Sky Villa,Kuala Lumpur,Taman Melawati,Condominium,4,4.0,1430,Leasehold,800000,3648,2650,-998,2850,-798,4300,652,4.28,6.45,🟢 Strong,122000,18,15,5,86.0,226.7,585.8,17.2,22.7,29.3,975196,398531,276531,-119760,-95760,78240,35572,240959,"[Unfurnished] Area PSF Avg, Strata all sizes (RM1.84/sqft, n=3) | Kuala Lumpur | [Partial] Area PSF Avg, Strata all sizes (RM2.00/sqft, n=25) | Kuala Lumpur | [Fully] Area PSF Avg, Strata all sizes (RM3.00/sqft, n=58) | Kuala Lumpur",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/10376
Taman Pelangi Semenyih 2,Kajang,Semenyih,Terrace,4,3.0,1400,Leasehold,570000,2599,1100,-1499,1250,-1349,1950,-649,2.63,4.11,🟠 Mild -ve,89800,14,12,7,133.1,337.8,883.6,26.6,33.8,44.2,804041,393138,303338,-179880,-161880,-77880,29855,273483,"[Unfurnished] Citywide PSF Avg, Landed all sizes (RM1.15/sqft, n=15) | Citywide | [Partial] Area PSF Avg, Landed all sizes (RM0.89/sqft, n=6) | Kajang | [Fully] Citywide PSF Avg, Landed all sizes (RM1.41/sqft, n=14) | Citywide | CORRECTED (audit 19/07/2026): Unfurnished 1600.0->1100 -- tier re-derived from Partial per prompt's known-tier ratio (original PSF-fallback figure was inverted)",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/12809
The Capers Sentul East,Kuala Lumpur,Sentul East,Condominium,3,3.0,1381,Freehold,780000,3557,2550,-1007,2750,-807,4150,593,4.23,6.38,🟢 Strong,119200,19,15,6,85.6,226.0,584.4,17.1,22.6,29.2,950816,388598,269398,-120840,-96840,71160,34757,234641,"[Unfurnished] Area PSF Avg, Strata all sizes (RM1.84/sqft, n=3) | Kuala Lumpur | [Partial] Area PSF Avg, Strata all sizes (RM2.00/sqft, n=25) | Kuala Lumpur | [Fully] Area PSF Avg, Strata all sizes (RM3.00/sqft, n=58) | Kuala Lumpur",10/4/2026,EXP,https://telegram.me/extremeproperty_listing/16401
2 Storey Terrace Kajang Hillpark,Kajang,Kajang Hillpark,2 Storey Terrace,4,3.0,1300,Freehold,550000,2508,1000,-1508,1150,-1358,1850,-658,2.51,4.04,🟠 Mild -ve,87000,15,13,7,132.2,336.1,879.7,26.4,33.6,44.0,775829,379373,292373,-180960,-162960,-78960,28913,263460,"[Unfurnished] Citywide PSF Avg, Landed all sizes (RM1.15/sqft, n=15) | Citywide | [Partial] Area PSF Avg, Landed all sizes (RM0.89/sqft, n=6) | Kajang | [Fully] Citywide PSF Avg, Landed all sizes (RM1.41/sqft, n=14) | Citywide | CORRECTED (audit 19/07/2026): Unfurnished 1500.0->1000 -- tier re-derived from Partial per prompt's known-tier ratio (original PSF-fallback figure was inverted)",16/4/2026,RSS,https://telegram.me/rumahsubsaleklselangorbynuruls/1074
2 Storey Terrace Taman Mega Jaya,Ampang,Taman Mega Jaya,2 Storey Terrace,5,3.0,1300,Leasehold,550000,2508,1500,-1008,1700,-808,1850,-658,3.71,4.04,🟠 Mild -ve,87000,9,8,7,132.2,336.1,879.7,26.4,33.6,44.0,775829,379373,292373,-120960,-96960,-78960,28913,263460,"[Unfurnished] Citywide PSF Avg, Landed all sizes (RM1.15/sqft, n=15) | Citywide | [Partial] Citywide PSF Avg, Landed all sizes (RM1.32/sqft, n=31) | Citywide | [Fully] Citywide PSF Avg, Landed all sizes (RM1.41/sqft, n=14) | Citywide",16/4/2026,EXP,https://telegram.me/extremeproperty_listing/16571
Villa Laman Tasik,Cheras,Bandar Sri Permaisuri,Duplex Townhouse,4,3.0,1792,Leasehold,640000,2919,1900,-1019,2250,-669,2550,-369,4.22,4.78,🟠 Mild -ve,99600,25,15,11,82.3,220.2,572.3,16.5,22.0,28.6,780156,318916,219316,-122280,-80280,-44280,29057,190259,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",23/4/2025,MMN,https://telegram.me/HaniMNListingSubsale/508
2 Storey Terrace Taman Seri Mewah,Klang,"Meru, Taman Seri Mewah KU10",2 Storey Terrace,4,3.0,1320,Freehold,620000,2827,1500,-1327,1750,-1077,1850,-977,3.39,3.58,🟠 Mild -ve,96800,11,9,8,135.2,341.8,892.5,27.0,34.2,44.6,874571,427626,330826,-159240,-129240,-117240,32211,298615,"[Unfurnished] Area PSF Avg, Landed all sizes (RM1.38/sqft, n=4) | Klang | [Partial] Citywide PSF Avg, Landed all sizes (RM1.32/sqft, n=31) | Citywide | [Fully] Citywide PSF Avg, Landed all sizes (RM1.41/sqft, n=14) | Citywide | CORRECTED (audit 19/07/2026): Unfurnished 1800.0->1500 -- tier re-derived from Partial per prompt's known-tier ratio (original PSF-fallback figure was inverted)",22/4/2025,EXP,https://telegram.me/extremeproperty_listing/16948
1 Storey Bungalow Kampung Bukit Naga,Shah Alam,"Seksyen 32, Kampung Bukit Naga",1 Storey Bungalow,3,2.0,1600,Leasehold,600000,2736,1700,-1036,2400,-336,2900,164,4.8,5.8,🟡 Neutral,94000,9,6,4,134.4,340.3,889.2,26.9,34.0,44.5,846359,413861,319861,-124320,-40320,19680,31268,288593,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Area PSF Avg, Landed >=1500sqft (RM1.51/sqft, n=3) | Shah Alam | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide | CORRECTED (audit 19/07/2026): Fully 2250.0->2900 -- tier re-derived from Partial per prompt's known-tier ratio (original PSF-fallback figure was inverted)",2/5/2025,NZR,https://telegram.me/ListingNorzuriati/1628
2 Storey Terrace Bandar Kinrara BK4,Puchong,Bandar Kinrara,2 Storey Terrace,6,3.0,1600,Freehold (Bumi Lot),600000,2736,1700,-1036,2000,-736,2250,-486,4,4.5,🟠 Mild -ve,94000,9,7,6,134.4,340.3,889.2,26.9,34.0,44.5,846359,413861,319861,-124320,-88320,-58320,31268,288593,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",16/6/2026,EXP,https://telegram.me/extremeproperty_listing/18806
2 Storey Terrace Taman Tenaga,Kajang,Taman Tenaga,2 Storey Terrace,4,3.0,1400,Freehold,580000,2645,1100,-1545,1250,-1395,1950,-695,2.59,4.03,🟠 Mild -ve,91200,14,12,7,133.6,338.7,885.7,26.7,33.9,44.3,818147,400096,308896,-185400,-167400,-83400,30326,278570,"[Unfurnished] Citywide PSF Avg, Landed all sizes (RM1.15/sqft, n=15) | Citywide | [Partial] Area PSF Avg, Landed all sizes (RM0.89/sqft, n=6) | Kajang | [Fully] Citywide PSF Avg, Landed all sizes (RM1.41/sqft, n=14) | Citywide | CORRECTED (audit 19/07/2026): Unfurnished 1600.0->1100 -- tier re-derived from Partial per prompt's known-tier ratio (original PSF-fallback figure was inverted)",19/4/2026,RSS,https://telegram.me/rumahsubsaleklselangorbynuruls/1125
The Havre Bukit Jalil,Bukit Jalil,Bukit Jalil,Condominium,3,3.0,1023,Leasehold,580000,2645,1600,-1045,1600,-1045,2450,-195,3.31,5.07,🟠 Mild -ve,91200,30,30,9,80.4,216.8,565.2,16.1,21.7,28.3,707017,288965,197765,-125400,-125400,-23400,26614,171151,"[Unfurnished] Citywide PSF Avg, Strata all sizes (RM1.56/sqft, n=47) | Citywide | [Partial] Area PSF Avg, Strata all sizes (RM1.56/sqft, n=3) | Bukit Jalil | [Fully] Area PSF Avg, Strata all sizes (RM2.38/sqft, n=3) | Bukit Jalil",10/4/2026,EXP,https://telegram.me/extremeproperty_listing/16331
Taman Minang,Cheras,Taman Minang,Landed,4,3.0,1620,Freehold,615000,2805,1750,-1055,2000,-805,2300,-505,3.9,4.49,🟠 Mild -ve,96100,9,7,6,135.1,341.5,892.0,27.0,34.2,44.6,867518,424298,328198,-126600,-96600,-60600,31975,296223,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",1/7/2026,EXP,https://telegram.me/extremeproperty_listing/19315
Gardenview Residence,Cyberjaya / Putrajaya,Cyberjaya,Condominium,5,4.0,1711,Freehold,670000,3055,2000,-1055,2250,-805,2700,-355,4.03,4.84,🟠 Mild -ve,103800,24,17,10,83.1,221.5,575.0,16.6,22.2,28.8,816726,333740,229940,-126600,-96600,-42600,30279,199661,[Fully] Exact - 1 listing(s) | Gardenview Residence | [Partial] Est. from Fully; [Unfurnished] Est. from Fully,12/7/2026,EXP,https://telegram.me/extremeproperty_listing/12829
Jalan Komoditi 23/9B Seksyen 23,Shah Alam,Seksyen 23,2  Storey Terrace,4,4.0,2310,Leasehold,780000,3557,2500,-1057,3500,-57,4200,643,5.38,6.46,🟢 Strong,119200,7,5,4,140.3,351.4,914.1,28.1,35.1,45.7,1100267,538050,418850,-126840,-6840,77160,39749,379101,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Area PSF Avg, Landed >=1500sqft (RM1.51/sqft, n=3) | Shah Alam | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide | CORRECTED (audit 19/07/2026): Fully 3250.0->4200 -- tier re-derived from Partial per prompt's known-tier ratio (original PSF-fallback figure was inverted)",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/10180
M Vertica,Cheras,Taman Maluri,Service Residence,3,2.0,850,Leasehold,550000,2508,1450,-1058,1750,-758,2250,-258,3.82,4.91,🟠 Mild -ve,87000,,21,10,79.3,214.9,561.2,15.9,21.5,28.1,670447,273990,186990,-126960,-90960,-30960,25393,161597,"[Unfurnished] Area PSF Avg, Strata all sizes (RM1.71/sqft, n=4) | Cheras | [Partial] Area PSF Avg, Strata all sizes (RM2.05/sqft, n=15) | Cheras | [Fully] Area PSF Avg, Strata all sizes (RM2.64/sqft, n=23) | Cheras",13/5/2025,EXP,https://telegram.me/extremeproperty_listing/17425
Unio Residence,Kepong,Jalan Kepong,Condominium,2,2.0,866,Leasehold,550000,2508,1450,-1058,1550,-958,2000,-508,3.38,4.36,🟠 Mild -ve,87000,,29,14,79.3,214.9,561.2,15.9,21.5,28.1,670447,273990,186990,-126960,-114960,-60960,25393,161597,"[Unfurnished] Area PSF Avg, Strata all sizes (RM1.67/sqft, n=3) | Kepong | [Partial] Citywide PSF Avg, Strata all sizes (RM1.76/sqft, n=156) | Citywide | [Fully] Area PSF Avg, Strata all sizes (RM2.31/sqft, n=4) | Kepong",14/6/2026,EXP,https://telegram.me/extremeproperty_listing/16594
2 Storey Terrace Denai Alam,Shah Alam,Denai Alam,2 Storey Terrace,4,3.0,2200,Freehold,750000,3420,2350,-1070,3300,-120,3950,530,5.28,6.32,🟢 Strong,115000,8,5,4,139.5,349.8,910.7,27.9,35.0,45.5,1057949,517326,402326,-128400,-14400,63600,38335,363991,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Area PSF Avg, Landed >=1500sqft (RM1.51/sqft, n=3) | Shah Alam | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide | CORRECTED (audit 19/07/2026): Fully 3100.0->3950 -- tier re-derived from Partial per prompt's known-tier ratio (original PSF-fallback figure was inverted)",17/6/2026,EXP,https://telegram.me/extremeproperty_listing/18873
Dorsett Residences,Kuala Lumpur,Bukit Bintang,Service Residence,1,2.0,652,Freehold,860000,3922,2850,-1072,3150,-772,3800,-122,4.4,5.3,🟠 Mild -ve,130400,18,13,8,87.1,228.6,589.9,17.4,22.9,29.5,1048335,428482,298082,-128640,-92640,-14640,38014,260068,[Fully] Exact - 1 listing(s) | Dorsett Residences | [Partial] Est. from Fully; [Unfurnished] Est. from Fully,2/7/2026,EXP,https://telegram.me/extremeproperty_listing/19367
2 Storey Terrace Bandar Mahkota Cheras,Cheras,Bandar Mahkota Cheras,2 Storey Terrace,3,3.0,1080,Freehold,510000,2326,1250,-1076,1400,-926,1500,-826,3.29,3.53,🟠 Mild -ve,81400,11,9,8,130.1,332.2,871.1,26.0,33.2,43.6,719405,351842,270442,-129120,-111120,-99120,27028,243414,"[Unfurnished] Citywide PSF Avg, Landed all sizes (RM1.15/sqft, n=15) | Citywide | [Partial] Citywide PSF Avg, Landed all sizes (RM1.32/sqft, n=31) | Citywide | [Fully] Citywide PSF Avg, Landed all sizes (RM1.41/sqft, n=14) | Citywide",14/6/2026,EXP,https://telegram.me/extremeproperty_listing/16686
2 Storey Terrace Taman Wangsa Melawati,Kuala Lumpur,Wangsa Melawati,2 Storey Terrace,4,2.0,1980,Freehold,700000,3192,2100,-1092,2500,-692,2800,-392,4.29,4.8,🟠 Mild -ve,108000,8,6,6,138.0,347.1,904.4,27.6,34.7,45.2,987419,482838,374838,-131040,-83040,-47040,35980,338858,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",17/6/2026,EXP,https://telegram.me/extremeproperty_listing/18753
Bukit Mahkota Double Storey Endlot,Bangi,Bukit Mahkota,2-Storey Terrace (Endlot),4,3.0,1900,Freehold,690000,3147,2050,-1097,2400,-747,2700,-447,4.17,4.7,🟠 Mild -ve,106600,8,7,6,137.8,346.6,903.3,27.6,34.7,45.2,973313,476031,369431,-131640,-89640,-53640,35509,333922,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",12/7/2026,RSS,https://telegram.me/rumahsubsaleklselangorbynuruls/923
Arte Plus,Ampang,Kampung Berembang,Condominium,3,2.0,1056,Leasehold,550000,2508,1400,-1108,1600,-908,1900,-608,3.49,4.15,🟠 Mild -ve,87000,,26,16,79.3,214.9,561.2,15.9,21.5,28.1,670447,273990,186990,-132960,-108960,-72960,25393,161597,[Fully] Exact - 1 listing(s) | Arte Plus | [Partial] Est. from Fully; [Unfurnished] Est. from Fully,18/5/2026,EXP,https://telegram.me/extremeproperty_listing/17557
Taman Putra Ampang,Ampang,Taman Putra Ampang,Terrace,4,3.0,1200,Leasehold,550000,2508,1400,-1108,1600,-908,1700,-808,3.49,3.71,🟠 Mild -ve,87000,10,8,8,132.2,336.1,879.7,26.4,33.6,44.0,775829,379373,292373,-132960,-108960,-96960,28913,263460,"[Unfurnished] Citywide PSF Avg, Landed all sizes (RM1.15/sqft, n=15) | Citywide | [Partial] Citywide PSF Avg, Landed all sizes (RM1.32/sqft, n=31) | Citywide | [Fully] Citywide PSF Avg, Landed all sizes (RM1.41/sqft, n=14) | Citywide",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/14530
2 Storey Terrace Taman Langat Utama,Sepang,Taman Langat Utama,2 Storey Terrace,4,3.0,2000,Leasehold (Bumi Lot),540000,2462,1350,-1112,2500,38,3100,638,5.56,6.89,🟢 Strong,85600,10,5,4,131.6,335.1,877.4,26.3,33.5,43.9,761723,372414,286814,-133440,4560,76560,28442,258372,"[Unfurnished] Area PSF Avg, Landed >=1500sqft (RM0.67/sqft, n=3) | Sepang | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Area PSF Avg, Landed >=1500sqft (RM1.55/sqft, n=3) | Sepang",28/3/2026,EXP,https://telegram.me/extremeproperty_listing/15976
Kiara East DEX Suites,Kuala Lumpur,Taman Mastiara,Service Residence,3,2.0,1010,Leasehold,650000,2964,1850,-1114,2000,-964,3050,86,3.69,5.63,🟡 Neutral,101000,28,23,7,82.5,220.6,573.1,16.5,22.1,28.7,792346,323807,222807,-133680,-115680,10320,29464,193343,"[Unfurnished] Area PSF Avg, Strata all sizes (RM1.84/sqft, n=3) | Kuala Lumpur | [Partial] Area PSF Avg, Strata all sizes (RM2.00/sqft, n=25) | Kuala Lumpur | [Fully] Area PSF Avg, Strata all sizes (RM3.00/sqft, n=58) | Kuala Lumpur",25/5/2026,EXP,https://telegram.me/extremeproperty_listing/17973
2 Storey Terrace CasaView Cybersouth,Dengkil,Cybersouth / Cyberjaya Corridor,2 Storey Terrace,5,4.0,2166,Leasehold,750000,3420,2300,-1120,2700,-720,3050,-370,4.32,4.88,🟠 Mild -ve,115000,8,6,5,139.5,349.8,910.7,27.9,35.0,45.5,1057949,517326,402326,-134400,-86400,-44400,38335,363991,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",22/6/2026,MMN,https://telegram.me/HaniMNListingSubsale/604
1 Storey Terrace Taman Sri Pandyan,Kuala Lumpur,Taman Sri Pandyan (OUG / Jalan Puchong),1 Storey Terrace,3,2.0,1600,Freehold,620000,2827,1700,-1127,2000,-827,2250,-577,3.87,4.35,🟠 Mild -ve,96800,9,7,6,135.2,341.8,892.5,27.0,34.2,44.6,874571,427626,330826,-135240,-99240,-69240,32211,298615,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",12/4/2026,DPM,https://telegram.me/DeePropmall/1743
2 Storey Terrace Taman Lestari Putra,Seri Kembangan,Taman Lestari Putra,2 Storey Terrace,4,3.0,1500,Leasehold,600000,2736,1600,-1136,1900,-836,2100,-636,3.8,4.2,🟠 Mild -ve,94000,9,8,7,134.4,340.3,889.2,26.9,34.0,44.5,846359,413861,319861,-136320,-100320,-76320,31268,288593,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",16/4/2026,EXP,https://telegram.me/extremeproperty_listing/16560
Taman Mawar 2,Sepang,Bandar Baru Salak Tinggi,Terrace,5,3.0,1650,Leasehold,495000,2257,1100,-1157,2050,-207,2550,293,4.97,6.18,🟡 Neutral,79350,12,5,4,129.1,330.3,866.6,25.8,33.0,43.3,698246,341405,262055,-138840,-24840,35160,26321,235734,"[Unfurnished] Area PSF Avg, Landed >=1500sqft (RM0.67/sqft, n=3) | Sepang | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Area PSF Avg, Landed >=1500sqft (RM1.55/sqft, n=3) | Sepang",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/10669
Conezion Residence,Cyberjaya / Putrajaya,IOI Resort City,Condominium,3,2.0,997,Leasehold,600000,2736,1550,-1186,1750,-986,2100,-636,3.5,4.2,🟠 Mild -ve,94000,,26,16,81.1,218.0,567.6,16.2,21.8,28.4,731397,298898,204898,-142320,-118320,-76320,27429,177469,"[Unfurnished] Citywide PSF Avg, Strata all sizes (RM1.56/sqft, n=47) | Citywide | [Partial] Citywide PSF Avg, Strata all sizes (RM1.76/sqft, n=156) | Citywide | [Fully] Area PSF Avg, Strata all sizes (RM2.10/sqft, n=11) | Cyberjaya / Putrajaya",20/4/2026,EXP,https://telegram.me/extremeproperty_listing/16581
Double Storey Taman Bukit Ria,Kajang,Taman Bukit Ria,2 Storey Terrace,4,3.0,1800,Freehold,688000,3137,1400,-1737,1600,-1537,2550,-587,2.79,4.45,🟠 Mild -ve,106320,13,11,6,137.6,346.3,902.7,27.5,34.6,45.1,970492,474518,368198,-208440,-184440,-70440,35414,332784,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Area PSF Avg, Landed >=1500sqft (RM0.89/sqft, n=6) | Kajang | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide | CORRECTED (audit 19/07/2026): Unfurnished 1950.0->1400 -- tier re-derived from Partial per prompt's known-tier ratio (original PSF-fallback figure was inverted)",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/13997
